Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total Students,Average GPA,Variance
ECE,456,Global Nav Satellite Systems,9,24,18,18,13,10,2,2,1,2,0,1,3,1,103,3.275339805825243,0.45447194733908824
ECE,457,Microwave Devices & Circuits,7,30,14,19,11,6,4,4,1,0,3,0,1,0,100,3.3366,0.5210874444000001
ECE,458,Applic of Radio Wave Propag,2,10,1,2,0,2,0,6,0,0,0,0,0,0,23,3.29,0.7369652173913045
ECE,459,Communications Systems,14,28,21,28,32,15,13,10,2,0,0,0,1,1,164,3.219451219512196,0.40378161253010686
ECE,461,Digital Communications,2,7,1,3,5,0,2,2,0,0,1,0,0,0,23,3.2313043478260868,0.6714287334593574
ECE,462,Logic Design,17,35,38,38,44,38,15,14,2,0,0,0,1,2,242,3.1973140495867773,0.3758732933906877
ECE,462,Logic Synthesis,14,59,34,29,52,21,11,11,1,0,2,0,3,1,237,3.277299578059072,0.4049290892697016
ECE,464,Power Electronics,43,168,57,77,147,57,32,89,21,8,28,6,6,1,739,3.0217591339648178,0.7543168383540553
ECE,468,Optical Remote Sensing,4,13,12,7,5,4,1,1,0,0,0,0,1,0,48,3.4450000000000003,0.2637578124999999
ECE,469,Power Electronics Laboratory,48,141,67,32,75,13,6,8,1,1,3,1,1,1,397,3.538564231738036,0.34756938234245555
ECE,470,Introduction to Robotics,74,173,58,61,98,38,21,80,25,8,12,8,20,1,676,3.074156804733728,0.7669864174214269
ECE,473,Fund of Engrg Acoustics,27,60,55,40,50,40,15,12,7,0,6,1,14,4,327,3.1105810397553517,0.5121944585139135
ECE,476,Power System Analysis,29,116,37,46,134,44,8,61,25,1,11,3,4,2,519,3.054296724470135,0.6559818966859261
ECE,480,Magnetic Resonance Imaging,7,12,3,10,5,6,0,0,1,0,0,0,0,1,44,3.477272727272727,0.3144380165289256
ECE,481,Nanotechnology,46,71,7,3,25,5,0,4,1,0,1,0,1,4,164,3.6750000000000003,0.31435533536585364
ECE,482,Digital IC Design,14,43,36,36,49,25,12,10,8,2,8,0,3,5,246,3.1127235772357724,0.5761224837333888
ECE,483,Analog IC Design,6,87,73,62,42,31,9,7,3,1,1,0,11,3,333,3.2956456456456458,0.3286867980417178
ECE,485,MEMS Devices & Systems,34,72,63,50,38,10,1,0,0,0,0,0,2,2,270,3.5731111111111113,0.16683755793324187
ECE,486,Control Systems,107,356,101,138,152,67,30,51,11,6,15,0,5,1,1039,3.397834456207892,0.4948512344249276
ECE,488,Compound Semicond & Devices,24,41,20,18,23,3,2,4,2,0,0,0,1,0,138,3.5242753623188405,0.31412072975930644
ECE,490,Introduction to Optimization,37,179,55,49,43,24,6,8,4,0,0,0,3,7,408,3.575392156862745,0.2940658088942036
ECE,498,"Mobile Sensing, Comp, and Appl",2,13,9,9,3,6,0,0,0,0,0,0,0,0,42,3.5242857142857145,0.21735306122448977
ECE,498,Networking for Big Data,1,7,4,2,4,2,3,2,0,0,0,0,0,0,25,3.2668,0.4719337599999999
ECE,498,Smartphone Computing & Appl.,2,8,3,3,2,2,0,0,0,0,0,0,3,0,23,3.145217391304348,0.37952159118928225
ECE,498,Smartphone Computing and Appli,2,13,9,6,6,3,3,0,0,0,0,0,0,0,42,3.4764285714285714,0.28175153061224495
ECE,498,Smartphone computing and Appli,4,8,10,8,9,1,2,0,0,0,0,0,0,0,42,3.468333333333333,0.21797103174603172
ECE,498,Special Topics in ECE,2,9,4,1,3,3,0,1,0,0,0,0,0,1,23,3.5226086956521736,0.34562797731569
ECE,498,eCrime & Internet Serv Abuse,1,5,3,7,8,5,0,3,0,0,0,0,1,0,33,3.0809090909090906,0.3316809666917106
ECE,508,Manycore Parallel Algorithms,4,39,14,0,2,1,1,0,0,0,0,0,0,1,61,3.842295081967213,0.1076275194840097
ECE,510,Micro and Nanolithography,1,16,13,14,1,0,0,0,0,0,0,0,0,0,45,3.6740000000000004,0.08706399999999999
ECE,511,Computer Architecture,4,37,9,8,4,1,0,1,0,1,0,0,0,0,65,3.7180000000000004,0.25076984615384607
ECE,515,Control System Theory & Design,76,235,148,97,102,40,14,6,10,0,2,0,5,3,735,3.5187619047619045,0.2933645532262792
ECE,517,Nonlinear & Adaptive Control,2,55,30,11,1,0,0,0,0,0,0,0,2,1,101,3.73990099009901,0.06335029879617703
ECE,518,Adv Semiconductor Nanotech,9,23,12,2,0,0,0,0,0,0,0,0,0,1,46,3.884782608695652,0.03465103969754253
ECE,520,EM Waves & Radiating Systems,45,67,54,43,21,6,1,0,0,0,0,0,0,3,237,3.673924050632912,0.1450905089996261
ECE,526,Distributed Algorithms,2,15,13,11,6,1,0,0,0,0,0,0,0,0,48,3.6043749999999997,0.13769960937499998
ECE,527,System-On-Chip Design,19,58,34,21,11,1,1,0,1,0,0,0,0,0,146,3.714931506849315,0.15240855695252392
ECE,528,Analysis of Nonlinear Systems,23,49,36,12,8,7,0,2,0,0,1,0,3,0,141,3.601205673758865,0.2365904122079565
ECE,532,Compnd Semicond & Diode Lasers,3,17,0,3,2,1,0,1,0,0,0,0,0,0,27,3.728148148148148,0.26371138545953365
ECE,534,Random Processes,97,220,153,93,65,32,10,7,1,0,0,0,1,6,679,3.6209278350515466,0.21598173354531142
ECE,535,Theory of Semicond & Devices,19,27,22,16,22,11,2,2,0,0,0,0,0,1,121,3.4880165289256198,0.2718720989003483
ECE,536,Integ Optics & Optoelectronics,3,12,4,3,1,1,0,0,0,0,0,0,0,0,24,3.7641666666666667,0.13401597222222222
ECE,541,Computer Systems Analysis,11,42,32,20,13,6,3,0,0,0,0,0,0,0,127,3.6066929133858263,0.19525363010726018
ECE,543,Statistical Learning Theory,5,9,8,1,0,0,0,0,0,0,0,0,0,0,23,3.856086956521739,0.036684688090737244
ECE,544,Pattern Recognition,20,78,75,38,15,3,1,0,0,0,0,0,0,1,230,3.691869565217391,0.1151482438563327
ECE,546,Advanced Signal Integrity,8,46,3,3,7,1,0,0,0,0,0,0,0,0,68,3.8333823529411766,0.12580179498269897
ECE,547,Topics in Image Processing,31,36,24,4,5,0,0,0,0,0,0,0,0,0,100,3.844,0.069756
ECE,549,Computer Vision,118,396,55,22,37,4,4,13,2,0,2,1,3,7,657,3.7962252663622533,0.2138932417681536
ECE,550,Advanced Robotic Planning,5,16,2,2,4,0,0,0,0,0,0,0,0,0,29,3.793103448275862,0.13359381688466113
ECE,551,Digital Signal Processing II,56,90,42,23,26,8,1,2,0,0,2,0,1,2,251,3.674980079681275,0.238318710415714
ECE,553,Optimum Control Systems,0,34,5,3,0,0,0,0,0,0,0,0,0,0,42,3.912857142857143,0.037434693877551016
ECE,554,Dynamic System Reliability,0,20,4,0,1,0,0,0,0,0,0,0,0,0,25,3.9072000000000005,0.04881216
ECE,561,Detection & Estimation Theory,9,17,13,1,3,0,0,1,0,0,0,0,0,0,44,3.773636363636364,0.15022768595041322
ECE,563,Information Theory,12,29,16,11,10,1,0,0,0,0,0,0,0,1,79,3.6964556962025323,0.1413950328473001
ECE,564,Modern Light Microscopy,1,15,3,0,3,0,0,0,0,0,0,0,0,1,22,3.818636363636364,0.11832086776859504
ECE,566,Computational Inference,7,20,14,4,4,0,0,0,0,0,0,0,0,2,49,3.7693877551020405,0.09620982923781755
ECE,569,Inverse Problems in Optics,6,10,5,0,1,0,0,0,0,0,0,0,0,0,22,3.8795454545454544,0.0556952479338843
ECE,576,Power System Dynm & Stability,10,25,7,3,0,0,0,0,0,0,0,0,0,0,45,3.9040000000000004,0.037650666666666666
ECE,580,Optimiz by Vector Space Methds,2,11,4,4,2,0,0,0,0,0,0,0,0,0,23,3.739130434782609,0.11591228733459355
ECE,581,Advanced Analog IC Design,5,30,15,12,1,1,0,0,0,0,0,0,0,0,64,3.760625,0.09565585937499997
ECE,586,Hybrid Systems and Control,0,23,3,0,0,0,0,0,0,0,0,0,1,0,27,3.8151851851851855,0.03143837321546505
ECE,586,"MDPs, Reinforcement Learning",0,33,16,2,0,0,0,0,0,0,0,0,0,0,51,3.8701960784313725,0.03491956939638601
ECE,586,Topics in Decision and Control,8,16,16,0,8,0,0,0,0,0,0,0,0,0,48,3.723333333333333,0.1264222222222222
ECE,598,2D Material Electr & Photonics,5,6,5,3,3,3,0,0,0,0,0,0,0,0,25,3.5740000000000003,0.22643999999999997
ECE,598,Mobile Sensing & Sensor Fusion,1,8,4,3,5,0,0,0,0,0,0,0,0,0,21,3.6033333333333335,0.1656222222222222
ECE,598,Special Topics in ECE,8,22,5,5,2,0,0,0,0,0,0,0,0,0,42,3.8333333333333335,0.08624603174603174
ECE,598,Statistical Learning Theory,39,9,2,2,5,0,0,0,0,0,0,0,0,0,57,3.8771929824561404,0.09220966451215759
ECON,102,Microeconomic Principles,4684,8239,2778,2313,3933,1054,899,1452,373,268,428,109,461,92,26991,3.3597043458930753,0.576353840656312
ECON,103,Macroeconomic Principles,918,2579,1970,2220,2799,1504,1165,1512,662,330,539,195,538,122,16931,2.892665524777036,0.7248863126748054
ECON,199,Econ Brazil Abroad Spring,20,0,0,0,0,0,0,1,0,0,0,0,0,0,21,3.9047619047619047,0.18140589569160998
ECON,199,Intro to Game Theory,2,3,2,4,5,3,1,3,0,0,0,0,0,0,23,3.130434782608696,0.42250850661625705
ECON,199,Introduction to Game Theory,14,18,8,2,3,2,0,0,0,0,2,0,1,0,50,3.6072,0.4316063231999999
ECON,202,Economic Statistics I,302,2391,507,684,2519,344,477,1190,156,205,420,93,227,60,9515,2.9314534944823967,0.7899961903489485
ECON,203,Economic Statistics II,1337,1400,1189,1279,1650,1172,952,1168,569,485,460,258,678,127,12597,2.7333682622846713,0.8631968555851003
ECON,220,Intl Economic Principles,9,8,19,15,12,7,10,7,4,2,4,1,7,1,105,2.7969523809523817,0.7372059658352227
ECON,302,Inter Microeconomic Theory,1445,2310,1813,1623,1755,1397,973,963,833,470,439,336,726,89,15083,2.847358615660015,0.8591438227598004
ECON,303,Inter Macroeconomic Theory,194,517,530,630,730,452,299,267,143,74,63,34,53,32,3986,2.994862017059709,0.5934292658164462
ECON,402,American Economic History,3,11,7,7,4,1,2,2,0,0,0,0,4,1,41,3.1299999999999994,0.41538536585365876
ECON,411,Public Sector Economics,41,141,119,119,151,104,88,109,52,19,29,3,15,8,990,2.8867070707070708,0.689659090272174
ECON,414,Urban Economics,9,94,33,34,108,9,9,58,4,1,1,1,4,0,365,3.126054794520548,0.5340856016184383
ECON,415,Environmental Economics,3,4,8,9,5,2,1,4,0,0,0,1,0,0,37,3.2072972972972975,0.5426197224251279
ECON,417,Cost-Benefit Analysis,3,2,2,1,5,2,2,4,2,1,0,0,1,0,25,2.7336,0.6880882816
ECON,420,International Economics,123,475,388,313,525,187,113,190,22,6,4,0,4,8,2350,3.2444893617021275,0.4223063371749997
ECON,425,Macroeconomic Policy,8,7,3,2,2,2,3,1,0,1,0,1,1,0,31,3.225806451612903,0.7858170185626532
ECON,426,Monetary Economics and Policy,8,8,14,11,13,11,8,4,1,0,0,0,0,0,78,3.188333333333333,0.4009472222222223
ECON,437,Game Theory,16,12,9,9,2,2,5,3,2,4,1,2,4,0,71,3.0280281690140844,0.947916979919589
ECON,440,Economics of Labor Markets,42,149,105,147,119,73,53,39,10,3,6,4,15,3,765,3.1655294117647053,0.4710926323359795
ECON,442,Women in the Economy,0,7,7,3,7,3,2,1,0,1,1,0,0,0,32,3.1775,0.57731875
ECON,447,Economics of the Workplace,1,7,2,8,4,4,6,1,1,0,0,1,0,0,35,3.0565714285714285,0.5995368163265307
ECON,448,Employee Comp & Incentives,0,6,6,7,7,6,3,1,1,1,0,1,0,0,39,3.051538461538461,0.5727925049309665
ECON,450,Development Economics,25,223,130,109,119,54,26,44,16,6,23,7,20,2,802,3.172344139650872,0.6355616536283188
ECON,451,Program Eval in Dev Econ,5,3,7,4,7,4,2,0,0,0,0,0,0,0,32,3.3546875,0.27767490234375
ECON,452,The Latin American Economies,83,293,391,342,299,87,57,53,6,5,0,2,1,7,1619,3.3748857319332926,0.29791105630438586
ECON,460,Financial Economics,5,11,10,6,4,2,0,0,1,0,0,0,0,0,39,3.5817948717948718,0.25456857330703486
ECON,462,Macroeconomic Policy,33,41,41,34,51,27,17,7,7,1,4,0,9,1,272,3.1448897058823535,0.4820853504841666
ECON,465,Mathematical Economics,30,18,20,17,17,14,3,4,0,1,3,0,2,2,129,3.3310852713178294,0.48183403017390963
ECON,469,Economics of Risk,31,25,26,29,20,9,6,0,2,0,0,2,0,0,150,3.4578666666666673,0.3830154488888889
ECON,471,Intro to Applied Econometrics,33,179,131,142,123,100,57,62,48,21,43,8,15,11,962,2.963503118503118,0.7750890161018491
ECON,472,Financial Econometrics,1,3,7,9,2,1,0,0,0,0,0,0,0,0,23,3.492608695652174,0.11521928166351605
ECON,475,Economic Forecasting,5,20,4,5,14,4,0,5,0,1,1,3,1,0,63,3.1484126984126988,0.8500180754018244
ECON,480,Industrial Comp and Monopoly,94,205,178,146,141,122,62,44,27,10,24,12,13,10,1078,3.160547309833025,0.6271554788656702
ECON,481,Govt Reg of Economic Activity,27,112,68,66,86,30,8,10,5,0,1,0,0,4,413,3.417506053268765,0.3254836107381764
ECON,482,Health Economics,18,168,75,73,109,44,8,16,2,1,1,0,1,5,516,3.4169186046511624,0.32937920122206227
ECON,483,Econ of Innovation and Tech,77,142,151,131,101,49,24,7,1,0,0,2,3,3,688,3.4493604651162797,0.27495298800832785
ECON,484,Law and Economics,73,125,40,34,84,32,20,54,25,8,22,0,20,9,537,3.013873370577281,0.8172869450869684
ECON,490,American Economic History,84,55,43,35,33,17,8,10,6,11,2,2,13,0,319,3.264514106583072,0.6076627558290972
ECON,490,Auctions,4,56,20,11,22,5,2,2,0,0,0,0,0,0,122,3.5904918032786886,0.25474729911314165
ECON,490,Behavioral Economics,2,7,2,9,1,1,0,1,0,0,0,0,0,0,23,3.5208695652173914,0.24986011342155012
ECON,490,Brazilian Economic Policy,3,4,3,5,0,3,2,0,2,0,0,0,0,0,22,3.257727272727273,0.5541902892561983
ECON,490,Cost-Benefit Analysis,0,14,7,7,16,9,1,2,3,0,0,0,0,0,59,3.1927118644067796,0.4143926457914392
ECON,490,Econ Growth & Development,3,9,8,4,3,1,2,2,2,2,0,0,1,0,37,3.1624324324324324,0.7073487078751506
ECON,490,Econ of Organizations,7,19,1,1,12,1,2,2,0,1,3,0,1,0,50,3.2532,0.7912915551999999
ECON,490,Econ of Poverty Alleviation,5,16,19,14,18,9,9,7,1,0,0,0,0,0,98,3.2144897959183676,0.41157371928363173
ECON,490,"Econ of Terror, War & Conflict",1,29,12,41,23,17,2,1,0,0,1,0,0,0,127,3.327716535433071,0.2674113212226425
ECON,490,"Econ of War, Terror & Conflict",0,6,4,7,11,0,0,0,0,0,0,0,0,0,28,3.3925000000000005,0.15158303571428572
ECON,490,Econ of the Workplace,0,6,8,17,7,5,5,10,8,3,4,3,0,0,76,2.622763157894737,0.897641049168975
ECON,490,Economic Forecasting,19,41,13,18,23,5,1,4,0,1,1,1,1,2,128,3.463515625,0.42586544909477236
ECON,490,Economic Growth,19,24,42,20,26,17,10,9,4,6,2,6,3,3,188,3.0750531914893613,0.7517427823224382
ECON,490,Economics at the Movies,1,32,9,5,4,0,0,0,0,0,0,0,0,0,51,3.7976470588235296,0.1007121107266436
ECON,490,Economics of Coordination,1,13,7,9,12,14,12,3,5,1,5,1,0,1,83,2.8234939759036144,0.7531359849034693
ECON,490,Economics of Information,6,19,6,12,14,12,1,6,2,0,2,0,0,0,80,3.196125,0.565206234375
ECON,490,Economics of Organizations,0,10,1,1,11,3,0,2,0,0,0,0,0,0,28,3.2860714285714288,0.37832385204081626
ECON,490,Economics of Risk,14,8,14,13,8,13,6,3,5,0,0,0,0,1,84,3.210833333333334,0.49904811507936503
ECON,490,Economics of Sports,0,24,0,0,1,0,0,1,0,0,0,0,1,1,27,3.740740740740741,0.19229792206472587
ECON,490,Economics of War & Terrorism,0,13,8,17,9,3,0,0,0,0,0,0,0,1,50,3.4596,0.16415183999999997
ECON,490,Employee Comp & Incentives,0,1,5,6,8,9,4,2,1,0,3,0,0,0,39,2.7782051282051285,0.5262557527942143
ECON,490,Employee Comp. & Incentives,0,4,1,8,6,4,1,2,1,0,0,0,1,0,28,2.9639285714285717,0.3625784028790087
ECON,490,Environmental Economics,8,15,20,23,30,20,8,4,4,0,2,0,1,0,135,3.1163703703703702,0.42064857182340093
ECON,490,Financial Econometrics,8,18,7,12,5,2,0,0,0,0,0,0,1,1,53,3.584716981132076,0.16408160226227014
ECON,490,Financial Economics,64,77,38,53,32,24,14,8,6,1,2,0,0,1,319,3.4545454545454546,0.427026047306925
ECON,490,Game Theory,65,68,38,35,73,36,27,42,21,6,20,9,9,8,449,2.9379064587973276,0.8824899394776883
ECON,490,History of Economic Thought,0,25,21,4,6,3,1,9,0,0,1,1,0,0,71,3.357746478873239,0.63352449910732
ECON,490,International Finance,11,23,8,20,16,7,3,1,1,0,0,0,1,2,91,3.3990109890109896,0.30335972841311565
ECON,490,International Trade,3,12,14,9,15,5,3,4,1,0,0,0,0,1,66,3.278181818181818,0.37602093663911845
ECON,490,Israeli Economy,0,22,3,3,7,0,0,0,0,0,0,0,0,0,35,3.7142857142857144,0.1661787755102041
ECON,490,Middle-Eastern Economics,18,22,17,11,4,2,1,0,0,0,0,0,1,0,76,3.6669736842105256,0.1478987887720514
ECON,490,Migration,3,4,2,5,2,2,2,1,2,1,1,1,0,0,26,2.935769230769231,1.007932100591716
ECON,490,Migration & Econ Development,7,10,9,11,6,2,2,1,3,0,1,0,1,0,53,3.2767924528301884,0.525705395057665
ECON,490,Migration and Econ Development,5,3,5,3,4,1,0,1,0,0,0,0,1,0,23,3.3482608695652174,0.290420851483521
ECON,490,Monetary Economics,23,33,35,48,41,37,20,8,2,0,2,1,3,3,253,3.1726877470355728,0.41173964312824834
ECON,490,Numerical Methods: Econonomics,0,5,4,1,0,0,1,0,2,0,5,0,6,0,24,2.028333333333333,1.5644631944444447
ECON,490,Political Economy,1,2,3,8,5,3,6,7,5,1,8,2,5,0,56,2.1367857142857143,0.8959313479409622
ECON,490,The Econ of Organizations,1,17,1,8,14,0,1,3,0,0,0,0,1,0,46,3.3182608695652176,0.3499740363277718
ECON,490,Topics International Finance,3,3,6,6,6,1,2,2,1,0,0,0,1,0,31,3.129032258064516,0.41340090631398746
ECON,490,Topics in Economic Growth,15,22,21,23,16,9,2,1,2,1,0,1,2,0,115,3.3538260869565213,0.3884488493794691
ECON,490,Topics in Economics,45,77,79,56,32,17,3,5,0,3,0,0,6,0,323,3.4884829721362234,0.2601742290248931
ECON,490,Topics in Game Theory,3,8,6,6,10,3,2,1,2,2,0,0,0,0,43,3.178372093023256,0.5655531638723634
ECON,490,Women in the Economy,0,6,11,10,4,11,0,3,6,0,0,0,1,0,52,2.981923076923077,0.5178719703004095
ECON,500,General Microeconomic Theory,28,133,151,124,100,50,8,6,2,0,0,0,0,1,602,3.4527740863787377,0.22832037753446432
ECON,500,Microeconomics,11,52,33,48,48,39,8,11,0,0,0,0,0,1,250,3.28688,0.32521666560000007
ECON,501,Macroeconomics,31,68,80,53,19,6,2,0,0,0,1,0,0,1,260,3.633730769230769,0.16082723520710057
ECON,502,Economic Statistics,7,36,53,59,58,22,6,1,0,0,0,0,0,1,242,3.354132231404959,0.20230110648179772
ECON,502,Microeconomic Theory I,6,24,23,24,22,11,0,1,0,0,0,0,0,1,111,3.4387387387387385,0.21414075156237317
ECON,503,Econometrics,14,115,62,42,37,8,5,6,0,0,0,0,0,0,289,3.596574394463668,0.2341380922163288
ECON,503,Macroeconomic Theory I,11,18,33,34,20,8,5,0,0,0,0,0,0,0,129,3.436744186046512,0.2017506399855778
ECON,504,Microeconomic Theory II,1,12,11,4,0,0,0,0,0,0,0,0,0,0,28,3.774642857142857,0.05612487244897958
ECON,504,Time Series Analysis in Econ,8,15,16,10,2,0,0,0,0,0,0,0,0,0,51,3.725882352941176,0.08625951557093425
ECON,505,Introduction to Game Theory,21,47,40,21,2,2,0,0,0,0,0,0,0,0,133,3.759924812030075,0.08763232517383683
ECON,505,Macroeconomic Theory II,2,25,16,22,7,2,0,0,0,0,0,0,0,0,74,3.598918918918919,0.13853937180423667
ECON,506,Economic Statistics,54,178,124,102,109,51,17,9,0,0,0,0,0,1,644,3.483726708074534,0.2643882855599706
ECON,507,Econometric Analysis,10,23,25,13,14,9,1,0,0,0,0,0,0,2,95,3.530526315789474,0.21398603878116346
ECON,508,Applied Econometrics,40,134,86,58,79,10,5,0,0,0,0,0,0,0,412,3.5925000000000002,0.18839787621359222
ECON,509,General Macroeconomic Theory,33,127,136,93,40,16,6,2,0,0,0,2,0,1,455,3.584285714285714,0.20470185243328098
ECON,510,Economics of Taxation,3,29,33,9,5,0,1,0,0,0,0,0,0,0,80,3.7051250000000002,0.105832484375
ECON,511,Public Goods Theory,10,32,46,47,32,25,3,0,0,0,0,0,0,0,195,3.400358974358974,0.20810705062458912
ECON,512,Economics of Taxation,5,35,39,43,20,5,2,0,0,0,0,0,0,0,149,3.5189932885906035,0.15770704022341336
ECON,513,International Trade,3,24,8,34,20,6,0,0,0,0,0,0,0,0,95,3.4378947368421056,0.1761134626038781
ECON,514,International Financial,8,16,15,11,14,2,0,0,0,0,0,0,0,1,66,3.560909090909091,0.17249008264462812
ECON,516,Monetary Theory,39,74,38,22,35,11,0,1,0,0,0,0,0,0,220,3.641318181818182,0.20076508057851236
ECON,517,Monetary Policy,24,28,29,29,30,16,0,3,0,0,0,0,0,0,159,3.4573584905660377,0.24943075827696687
ECON,520,International Trade Theory,14,39,28,53,26,2,0,0,0,0,0,0,0,0,162,3.546851851851852,0.14267342249657064
ECON,522,International Financial Econ,10,34,25,50,22,4,0,0,0,0,0,0,0,0,145,3.5236551724137932,0.14718595005945304
ECON,523,Business International Econ,17,53,14,14,8,2,0,0,0,0,0,0,0,0,108,3.7716666666666665,0.12700277777777777
ECON,528,Microeconomics for Business,91,306,167,165,70,43,37,9,6,4,3,0,10,1,911,3.5100987925356755,0.3114653740670337
ECON,529,Macroeconomics for Business,304,319,138,95,60,24,8,3,2,0,2,0,11,4,966,3.7151863354037267,0.17505881147531163
ECON,530,Microeconomic Theory I,6,26,25,23,21,1,1,0,0,0,0,0,0,0,103,3.5372815533980586,0.16069746441700442
ECON,531,Macroeconomic Theory I,3,9,20,11,12,2,1,0,0,0,0,0,0,0,58,3.477586206896552,0.16574934601664684
ECON,532,Econometric Analysis I,34,58,34,26,15,2,1,1,1,0,0,0,0,0,172,3.69593023255814,0.17573692536506216
ECON,533,Microeconomic Theory II,3,24,10,16,19,5,3,0,0,0,0,0,0,0,80,3.4415,0.24411025
ECON,534,Macroeconomic Theory II,3,12,5,12,9,8,3,0,1,0,0,0,0,0,53,3.30811320754717,0.33031342114631534
ECON,535,Econometric Analysis II,6,19,33,28,12,9,2,0,0,0,0,0,0,0,109,3.477431192660551,0.1825255113205959
ECON,536,Applied Econometrics,0,6,19,6,3,0,0,0,0,0,0,0,0,0,34,3.6091176470588238,0.0755198096885813
ECON,550,Econ of Development and Growth,7,25,18,2,6,0,0,3,1,0,0,0,0,0,62,3.6514516129032257,0.3024962799167533
ECON,563,Monetary Theory,14,28,31,40,16,6,0,0,0,0,0,0,0,1,135,3.5480740740740737,0.15091332784636488
ECON,564,The Theory of Monetary Policy,19,138,80,40,57,4,4,0,0,0,0,0,0,0,342,3.642690058479532,0.17028048288362232
ECON,565,Math Econ I,4,7,13,11,9,6,3,0,0,0,0,0,0,0,53,3.365094339622642,0.24470046279814878
ECON,567,Microeconomics for Business,23,92,59,22,9,2,2,2,0,0,1,0,0,1,212,3.7348584905660376,0.17223064035243857
ECON,568,Macroeconomics for Business,74,165,66,31,22,19,23,0,2,0,0,0,0,0,402,3.6694278606965174,0.26812230947253785
ECON,576,Time Series Analysis in Econ,1,6,9,5,0,0,0,0,0,0,0,0,0,0,21,3.6990476190476196,0.06298004535147392
ECON,590,3rd Year Paper Workshop,2,8,7,1,4,2,0,0,0,0,0,0,0,0,24,3.598333333333333,0.20320555555555556
ECON,590,Applied Econometrics for Micro,2,7,5,5,3,1,0,1,0,0,0,0,0,1,24,3.5279166666666666,0.2587164930555555
ECON,590,Applied Microeconometrics I,0,28,2,1,0,0,0,0,0,0,0,0,0,0,31,3.9570967741935483,0.01966576482830385
ECON,590,Corporate Law and Economics,6,10,6,2,0,0,0,0,0,0,0,0,0,0,24,3.8616666666666664,0.045497222222222224
ECON,590,Development: Theory & Evidence,4,5,4,4,3,4,0,0,1,1,0,0,0,0,26,3.333846153846154,0.5125698224852071
ECON,590,Industrial Organization,8,13,15,16,14,0,0,0,0,0,0,0,0,0,66,3.5504545454545458,0.1436043388429752
ECON,590,Regional Economics,1,5,18,12,11,3,2,2,0,0,0,0,0,0,54,3.3275925925925924,0.23734050068587104
ECON,590,Third-Year Paper Seminar,1,3,6,10,1,3,0,0,0,0,0,0,0,0,24,3.4304166666666664,0.15262065972222222
ECON,590,Topics in Labor Economics,1,9,7,6,0,0,0,0,0,0,0,0,0,0,23,3.7247826086956524,0.074503213610586
EDUC,101,Education Orientation Seminar,60,1133,12,5,40,1,0,18,1,0,8,1,4,3,1283,3.8984411535463757,0.1526215967236452
EDUC,201,Identity and Difference in Edu,111,303,97,48,21,10,7,6,1,0,1,1,2,1,608,3.7716776315789473,0.18370523766888738
EDUC,202,Social Justice Sch & Society,136,252,111,49,31,12,9,4,2,2,2,0,2,0,612,3.7329248366013066,0.21405818442982658
EIL,411,Intro to TESL Methodology,31,151,48,14,4,0,2,0,1,0,0,0,2,2,253,3.8304743083003947,0.08657105229211533
EIL,422,Engl Grammar for ESL Teachers,21,76,21,10,9,2,2,1,3,0,2,0,0,1,147,3.7032653061224488,0.34173219491878387
EIL,445,Second Lang Reading & Writing,8,44,3,0,1,0,0,0,0,0,0,0,2,1,58,3.827758620689655,0.0396989052441675
EIL,456,Lang and Social Interaction I,1,16,10,8,6,0,1,2,0,0,0,0,0,0,44,3.537954545454546,0.2744480888429752
